Order ID,Date,Customer ID,Product Category,Product Name,Quantity Sold,Unit Price,Payment Method,Shipping Region,Order Status,Total Sales
ORD100215,2025-02-01 12:06:11.610782,CUST4611,electronics,Product 31,4,280.16,PAYPAL,South America,Pending,1120.64
ORD100216,2024-08-08 12:06:11.610782,CUST1339,home-kitchen,Product 38,9,311.8,PAYPAL,Europe,Completed,2806.2
ORD100217,2024-03-11 12:06:11.610782,CUST8498,Beauty & Health,Product 49,3,263.56,Gift Card,Asia,Completed,790.68
ORD100218,2025-01-12 12:06:11.610782,CUST5552,Beauty & Health,Product 46,7,442.42,Bank Transfer,South America,Pending,3096.94
ORD100219,2024-08-23 12:06:11.610782,CUST5548,CLOTHING,,3,351.02,Gift Card,Asia,Completed,1053.06
ORD100220,2024-09-02 12:06:11.610782,CUST8829,home-kitchen,Product 45,4,313.5,Bank Transfer,South America,Pending,1254.0
ORD100221,2025-02-12 12:06:11.610782,CUST8300,electronics,Product 18,5,463.83,creditcard,Asia,Completed,2319.15
ORD100222,2024-11-08 12:06:11.610782,CUST9724,CLOTHING,Product 27,2,204.61,Bank Transfer,,Pending,409.22
ORD100223,2024-08-22 12:06:11.610782,CUST4850,CLOTHING,Product 1,10,426.24,Gift Card,Europe,Pending,4262.4
ORD100224,2024-12-12 12:06:11.610782,CUST8578,,Product 41,7,133.23,,Europe,Completed,932.61
ORD100225,2024-10-22 12:06:11.610782,CUST8322,CLOTHING,Product 16,4,152.67,Gift Card,Europe,Pending,610.68
ORD100226,2024-06-05 12:06:11.610782,CUST5348,CLOTHING,Product 29,5,346.36,PAYPAL,Europe,Pending,1731.8
ORD100227,2025-01-10 12:06:11.610782,CUST9959,electronics,Product 21,6,235.77,creditcard,Europe,Pending,1414.62
ORD100228,2024-06-20 12:06:11.610782,CUST9586,Sports & Outdoors,,4,481.4,Gift Card,Asia,,1925.6
ORD100229,2024-05-26 12:06:11.610782,CUST5532,CLOTHING,Product 26,5,490.98,Gift Card,North America,Pending,2454.9
ORD100230,2024-06-15 12:06:11.610782,CUST3146,CLOTHING,Product 30,2,314.87,,North America,Completed,629.74
ORD100231,2024-12-15 12:06:11.610782,CUST3364,CLOTHING,Product 12,10,439.87,creditcard,Asia,Pending,4398.7
ORD100232,2024-03-11 12:06:11.610782,CUST6313,,Product 41,8,308.56,,Europe,Cancelled,2468.48
ORD100233,2024-10-28 12:06:11.610782,CUST5115,Beauty & Health,Product 8,1,18.11,PAYPAL,North America,Pending,18.11
ORD100234,2024-04-26 12:06:11.610782,CUST7135,,Product 4,6,33.55,Bank Transfer,Europe,,201.3
ORD100235,2024-10-17 12:06:11.610782,CUST6173,electronics,Product 24,4,130.75,Gift Card,,Completed,523.0
ORD100236,2024-06-15 12:06:11.610782,,CLOTHING,Product 31,5,443.12,Gift Card,North America,Pending,2215.6
ORD100237,2025-02-22 12:06:11.610782,,CLOTHING,,6,175.96,Gift Card,Asia,Cancelled,1055.76
ORD100238,2024-08-22 12:06:11.610782,CUST3337,Beauty & Health,Product 38,10,267.29,Bank Transfer,South America,Completed,2672.9
ORD100239,2024-03-24 12:06:11.610782,CUST6322,electronics,Product 33,2,317.43,Gift Card,North America,Pending,634.86
ORD100240,2024-06-09 12:06:11.610782,CUST3686,home-kitchen,Product 34,5,76.33,Bank Transfer,Europe,Pending,381.65
ORD100241,2025-02-04 12:06:11.610782,CUST4604,electronics,Product 11,2,168.35,creditcard,Africa,Pending,336.7
ORD100242,2024-06-17 12:06:11.610782,CUST8951,home-kitchen,Product 25,6,492.5,PAYPAL,Africa,Cancelled,2955.0
ORD100243,2024-11-11 12:06:11.610782,CUST9159,Beauty & Health,Product 1,4,442.11,Gift Card,Africa,Pending,1768.44
ORD100244,2024-12-29 12:06:11.610782,CUST1586,,Product 37,8,79.94,Bank Transfer,North America,Cancelled,639.52
ORD100245,2024-08-17 12:06:11.610782,CUST7997,CLOTHING,Product 22,4,328.68,Gift Card,South America,Cancelled,1314.72
ORD100246,2024-06-11 12:06:11.610782,CUST4483,CLOTHING,Product 29,7,466.72,Bank Transfer,,Pending,3267.04
ORD100247,2024-04-28 12:06:11.610782,CUST2960,electronics,,7,195.26,Bank Transfer,South America,Completed,1366.82
ORD100248,2024-08-03 12:06:11.610782,CUST8593,home-kitchen,Product 23,3,156.88,PAYPAL,North America,Pending,470.64
ORD100249,2024-08-16 12:06:11.610782,CUST5488,CLOTHING,Product 41,3,137.32,Gift Card,South America,Cancelled,411.96
ORD100250,2024-06-26 12:06:11.610782,CUST3440,home-kitchen,Product 16,3,46.89,creditcard,Europe,,140.67
ORD100251,2025-02-09 12:06:11.610782,CUST1644,Sports & Outdoors,Product 44,2,285.39,PAYPAL,Europe,Pending,570.78
ORD100252,2024-07-08 12:06:11.610782,CUST6868,CLOTHING,Product 26,6,409.67,,Africa,Cancelled,2458.02
ORD100253,2025-01-04 12:06:11.610782,CUST5820,home-kitchen,Product 7,5,277.42,Gift Card,Asia,Completed,1387.1
ORD100254,2024-07-17 12:06:11.610782,CUST3812,,,6,297.03,PAYPAL,Europe,Cancelled,1782.18
ORD100255,2024-12-11 12:06:11.610782,CUST2310,Beauty & Health,Product 2,7,121.2,creditcard,South America,Pending,848.4
ORD100256,2024-06-11 12:06:11.610782,CUST1760,home-kitchen,Product 29,4,175.13,creditcard,Africa,Completed,700.52
ORD100257,2024-04-09 12:06:11.610782,CUST2617,home-kitchen,Product 21,4,323.07,Gift Card,South America,Cancelled,1292.28
ORD100258,2025-02-20 12:06:11.610782,CUST8538,Sports & Outdoors,Product 12,9,110.54,creditcard,North America,Completed,994.86
ORD100259,2025-02-05 12:06:11.610782,CUST1912,electronics,Product 30,2,115.57,creditcard,South America,Completed,231.14
ORD100260,2024-03-03 12:06:11.610782,CUST4213,Beauty & Health,Product 40,2,248.84,Gift Card,Africa,Pending,497.68
ORD100261,2024-11-12 12:06:11.610782,CUST1654,home-kitchen,Product 36,3,274.97,Bank Transfer,North America,Cancelled,824.91
ORD100262,2024-03-10 12:06:11.610782,CUST6886,CLOTHING,Product 29,9,19.56,Gift Card,South America,Pending,176.04
ORD100263,2024-08-29 12:06:11.610782,CUST2421,home-kitchen,Product 31,4,37.84,PAYPAL,North America,,151.36
ORD100264,2024-06-23 12:06:11.610782,CUST4699,home-kitchen,,2,242.2,Gift Card,Africa,Completed,484.4
ORD100265,2024-06-18 12:06:11.610782,CUST8959,Beauty & Health,Product 44,2,120.41,PAYPAL,Europe,Cancelled,240.82
ORD100266,2024-11-06 12:06:11.610782,CUST5735,electronics,,5,466.39,creditcard,Europe,Completed,2331.95
ORD100267,2024-03-20 12:06:11.610782,CUST4570,home-kitchen,Product 40,4,443.32,Bank Transfer,Asia,Completed,1773.28
ORD100268,2024-05-25 12:06:11.610782,CUST2518,Sports & Outdoors,Product 29,10,407.4,PAYPAL,,Completed,4074.0
ORD100269,2024-06-22 12:06:11.610782,CUST5173,Sports & Outdoors,Product 10,4,330.13,Bank Transfer,Africa,Pending,1320.52
ORD100270,2024-05-16 12:06:11.610782,CUST1139,home-kitchen,Product 3,5,484.86,PAYPAL,South America,Pending,2424.3
ORD100271,2024-06-03 12:06:11.610782,CUST4088,CLOTHING,Product 39,10,121.11,PAYPAL,Africa,Completed,1211.1
ORD100272,2024-11-01 12:06:11.610782,CUST5097,home-kitchen,Product 45,8,130.97,Bank Transfer,,Cancelled,1047.76
ORD100273,2024-09-25 12:06:11.610782,CUST6775,electronics,Product 21,9,454.99,Bank Transfer,North America,Pending,4094.91
ORD100274,2024-11-10 12:06:11.610782,CUST8237,Sports & Outdoors,Product 33,8,305.44,Bank Transfer,North America,Completed,2443.52
ORD100275,2024-04-24 12:06:11.610782,CUST9076,Beauty & Health,Product 22,6,498.49,PAYPAL,,Cancelled,2990.94
ORD100276,2025-02-04 12:06:11.610782,,Beauty & Health,Product 5,3,448.79,Bank Transfer,Asia,Completed,1346.37
ORD100277,2024-10-08 12:06:11.610782,CUST9580,home-kitchen,Product 37,10,40.51,PAYPAL,South America,Cancelled,405.1
ORD100278,2024-11-20 12:06:11.610782,CUST5631,Sports & Outdoors,Product 28,5,88.87,PAYPAL,Asia,Cancelled,444.35
ORD100279,2025-02-13 12:06:11.610782,CUST1783,Beauty & Health,Product 42,9,354.39,Gift Card,North America,Completed,3189.51
ORD100280,2024-03-14 12:06:11.610782,CUST8261,home-kitchen,Product 49,3,323.84,PAYPAL,Africa,Pending,971.52
ORD100281,2024-07-12 12:06:11.610782,,electronics,Product 43,7,180.57,PAYPAL,Europe,Completed,1263.99
ORD100282,2024-03-25 12:06:11.610782,CUST8867,home-kitchen,Product 23,7,446.87,creditcard,Asia,Completed,3128.09
ORD100283,2024-12-25 12:06:11.610782,CUST9304,Beauty & Health,Product 37,6,175.69,PAYPAL,Asia,Completed,1054.14
ORD100284,2024-12-13 12:06:11.610782,CUST5246,electronics,Product 34,4,152.59,Gift Card,South America,Cancelled,610.36
ORD100285,2024-04-04 12:06:11.610782,CUST1470,Beauty & Health,Product 29,6,217.12,Bank Transfer,North America,Pending,1302.72
ORD100286,2024-04-11 12:06:11.610782,CUST7645,Beauty & Health,Product 17,5,496.17,PAYPAL,South America,Pending,2480.85
ORD100287,2024-05-05 12:06:11.610782,CUST8996,CLOTHING,Product 48,8,65.89,PAYPAL,Europe,Cancelled,527.12
ORD100288,2024-12-19 12:06:11.610782,CUST8529,electronics,Product 36,2,291.82,PAYPAL,Europe,Cancelled,583.64
ORD100289,2024-11-20 12:06:11.610782,CUST5353,Beauty & Health,Product 14,8,263.72,PAYPAL,Asia,Pending,2109.76
ORD100290,2024-10-09 12:06:11.610782,CUST3415,Sports & Outdoors,Product 1,10,180.23,creditcard,North America,Cancelled,1802.3
ORD100291,2024-11-03 12:06:11.610782,CUST8333,home-kitchen,Product 2,3,139.93,Gift Card,North America,Pending,419.79
ORD100292,2024-05-02 12:06:11.610782,CUST7250,electronics,Product 17,6,223.96,PAYPAL,Asia,Pending,1343.76
ORD100293,2024-08-29 12:06:11.610782,CUST5071,Sports & Outdoors,Product 27,4,351.16,creditcard,,Cancelled,1404.64
ORD100294,2024-11-27 12:06:11.610782,CUST2507,Sports & Outdoors,Product 2,9,323.58,Gift Card,Africa,Cancelled,2912.22
ORD100295,2024-05-08 12:06:11.610782,CUST5884,CLOTHING,Product 21,6,467.2,creditcard,Asia,Completed,2803.2
ORD100296,2024-10-26 12:06:11.610782,CUST3354,electronics,,8,162.16,Bank Transfer,South America,Pending,1297.28
ORD100297,2024-12-23 12:06:11.610782,CUST2752,Sports & Outdoors,Product 38,3,326.55,Gift Card,South America,Cancelled,979.65
ORD100298,2024-11-05 12:06:11.610782,CUST2762,Beauty & Health,Product 45,1,477.63,Gift Card,Europe,,477.63
ORD100299,2024-05-30 12:06:11.610782,CUST8829,electronics,Product 42,4,481.41,Gift Card,Africa,Pending,1925.64
ORD100300,2024-05-16 12:06:11.610782,,electronics,Product 5,2,248.23,creditcard,Asia,Cancelled,496.46
ORD100301,2025-01-09 12:06:11.610782,CUST4586,Beauty & Health,Product 50,9,292.29,Bank Transfer,South America,Completed,2630.61
ORD100302,2025-01-05 12:06:11.610782,CUST6527,electronics,Product 44,2,102.4,Bank Transfer,Asia,Cancelled,204.8
ORD100303,2024-08-29 12:06:11.610782,CUST2897,CLOTHING,Product 35,6,23.16,Gift Card,Asia,Cancelled,138.96
ORD100304,2024-08-06 12:06:11.610782,CUST8034,Beauty & Health,Product 21,10,45.82,Bank Transfer,Africa,Cancelled,458.2
ORD100305,2025-02-18 12:06:11.610782,CUST1985,home-kitchen,Product 25,2,122.74,Bank Transfer,Asia,Cancelled,245.48
ORD100306,2024-03-16 12:06:11.610782,CUST1111,home-kitchen,Product 24,2,446.77,Bank Transfer,Africa,Pending,893.54
ORD100307,2024-08-19 12:06:11.610782,CUST4690,home-kitchen,Product 11,6,468.11,creditcard,Asia,Cancelled,2808.66
ORD100308,2024-10-27 12:06:11.610782,CUST2694,home-kitchen,Product 10,5,369.18,creditcard,South America,Pending,1845.9
ORD100309,2024-12-24 12:06:11.610782,CUST9252,electronics,Product 26,9,44.37,PAYPAL,North America,Pending,399.33
ORD100310,2024-07-07 12:06:11.610782,CUST6276,Beauty & Health,Product 18,7,493.16,PAYPAL,Europe,Completed,3452.12
ORD100311,2024-05-05 12:06:11.610782,CUST2237,electronics,Product 50,2,76.95,PAYPAL,Europe,Cancelled,153.9
ORD100312,2024-05-18 12:06:11.610782,CUST4979,,Product 11,8,137.11,creditcard,South America,Cancelled,1096.88
ORD100313,2025-02-17 12:06:11.610782,CUST8991,electronics,Product 22,4,271.35,PAYPAL,Europe,,1085.4
ORD100314,2024-04-10 12:06:11.610782,CUST9767,Beauty & Health,Product 19,3,328.93,Gift Card,South America,Completed,986.79
ORD100315,2025-01-09 12:06:11.610782,CUST9447,home-kitchen,,6,351.11,Bank Transfer,Asia,Pending,2106.66
ORD100316,2024-09-22 12:06:11.610782,CUST8658,home-kitchen,Product 34,1,113.06,creditcard,North America,Pending,113.06
ORD100317,2024-11-21 12:06:11.610782,CUST6825,home-kitchen,Product 33,10,306.76,Bank Transfer,Europe,,3067.6
ORD100318,2024-06-27 12:06:11.610782,CUST3795,Beauty & Health,Product 8,9,74.97,Bank Transfer,Europe,Cancelled,674.73
ORD100319,2024-11-24 12:06:11.610782,CUST4143,home-kitchen,,5,316.81,PAYPAL,Europe,Pending,1584.05
ORD100320,2024-11-10 12:06:11.610782,CUST2393,CLOTHING,,2,279.98,creditcard,North America,Completed,559.96
ORD100321,2025-01-27 12:06:11.610782,CUST5190,electronics,Product 7,7,265.96,creditcard,North America,Completed,1861.72
ORD100322,2024-07-06 12:06:11.610782,CUST7634,home-kitchen,,7,483.17,Gift Card,Africa,Cancelled,3382.19
ORD100323,2025-02-04 12:06:11.610782,CUST8465,Sports & Outdoors,Product 22,2,74.84,PAYPAL,,Pending,149.68
ORD100324,2025-01-19 12:06:11.610782,CUST7895,Sports & Outdoors,Product 2,6,138.54,Gift Card,Europe,Cancelled,831.24
ORD100325,2024-07-16 12:06:11.610782,CUST3438,electronics,Product 31,7,228.69,creditcard,Europe,Completed,1600.83
ORD100326,2024-09-03 12:06:11.610782,CUST4379,Beauty & Health,Product 23,5,47.37,PAYPAL,Europe,Cancelled,236.85
ORD100327,2024-11-20 12:06:11.610782,CUST3739,Beauty & Health,,3,73.93,Gift Card,Asia,Cancelled,221.79
ORD100328,2024-09-09 12:06:11.610782,,Beauty & Health,Product 22,5,309.39,PAYPAL,North America,Pending,1546.95
ORD100329,2024-07-27 12:06:11.610782,CUST2665,Beauty & Health,Product 45,9,335.94,,South America,Completed,3023.46
ORD100330,2024-11-03 12:06:11.610782,CUST5176,Beauty & Health,Product 19,3,140.87,creditcard,Africa,Pending,422.61
ORD100331,2024-12-07 12:06:11.610782,CUST3819,Beauty & Health,Product 14,4,211.53,creditcard,Europe,Cancelled,846.12
ORD100332,2024-03-01 12:06:11.610782,CUST7865,home-kitchen,Product 28,7,499.65,creditcard,Asia,Completed,3497.55
ORD100333,2024-12-14 12:06:11.610782,CUST9180,electronics,Product 29,1,331.61,Gift Card,North America,Completed,331.61
ORD100334,2024-09-05 12:06:11.610782,CUST2957,home-kitchen,Product 15,6,109.7,creditcard,South America,Completed,658.2
ORD100335,2024-04-23 12:06:11.610782,CUST2954,Beauty & Health,Product 23,5,77.88,creditcard,South America,Cancelled,389.4
ORD100336,2024-02-27 12:06:11.610782,CUST9490,Sports & Outdoors,Product 12,1,254.93,creditcard,Europe,Completed,254.93
ORD100337,2024-10-13 12:06:11.610782,CUST4721,CLOTHING,Product 48,10,228.14,PAYPAL,South America,Pending,2281.4
ORD100338,2024-12-06 12:06:11.610782,CUST2797,home-kitchen,Product 25,4,278.39,Gift Card,Africa,Cancelled,1113.56
ORD100339,2024-07-24 12:06:11.610782,CUST3395,home-kitchen,Product 22,4,327.5,Bank Transfer,Asia,Cancelled,1310.0
ORD100340,2024-05-11 12:06:11.610782,CUST6855,Sports & Outdoors,Product 3,1,484.71,Gift Card,Europe,Completed,484.71
ORD100341,2024-11-14 12:06:11.610782,CUST8328,Sports & Outdoors,Product 2,9,386.48,Gift Card,South America,Cancelled,3478.32
ORD100342,2024-04-30 12:06:11.610782,CUST7716,,Product 13,3,226.4,Gift Card,Europe,Cancelled,679.2
ORD100343,2024-12-03 12:06:11.610782,CUST3549,Beauty & Health,Product 6,10,26.01,Bank Transfer,South America,Completed,260.1
ORD100344,2024-08-16 12:06:11.610782,CUST8782,home-kitchen,Product 37,1,46.92,PAYPAL,South America,Cancelled,46.92
ORD100345,2024-08-14 12:06:11.610782,CUST5322,Sports & Outdoors,Product 32,8,226.12,Gift Card,North America,Completed,1808.96
ORD100346,2024-07-23 12:06:11.610782,CUST5980,home-kitchen,Product 36,3,111.57,PAYPAL,Asia,Pending,334.71
ORD100347,2024-10-31 12:06:11.610782,CUST8503,electronics,Product 13,1,363.73,Gift Card,Europe,Completed,363.73
ORD100348,2024-12-23 12:06:11.610782,CUST6899,CLOTHING,Product 18,10,363.32,Gift Card,Europe,Cancelled,3633.2
ORD100349,2024-12-06 12:06:11.610782,CUST5885,Beauty & Health,Product 6,10,202.62,Gift Card,South America,Pending,2026.2
ORD100350,2024-10-30 12:06:11.610782,CUST1293,Sports & Outdoors,Product 21,8,345.76,Gift Card,Asia,Cancelled,2766.08
ORD100351,2025-02-07 12:06:11.610782,CUST3078,home-kitchen,Product 31,10,368.06,PAYPAL,,Cancelled,3680.6
ORD100352,2024-10-18 12:06:11.610782,CUST2537,electronics,Product 27,8,279.84,Bank Transfer,Asia,Pending,2238.72
ORD100353,2024-12-14 12:06:11.610782,CUST5404,Sports & Outdoors,Product 41,8,278.81,Bank Transfer,Asia,Completed,2230.48
ORD100354,2024-02-27 12:06:11.610782,CUST3186,electronics,Product 24,4,221.79,PAYPAL,North America,Cancelled,887.16
ORD100355,2024-06-14 12:06:11.610782,CUST5475,home-kitchen,Product 47,3,184.03,Gift Card,Asia,Completed,552.09
ORD100356,2024-06-28 12:06:11.610782,CUST2590,CLOTHING,Product 29,5,136.49,Gift Card,Africa,Cancelled,682.45
ORD100357,2024-09-05 12:06:11.610782,CUST1512,home-kitchen,Product 37,9,367.47,Gift Card,Africa,Pending,3307.23
ORD100358,2024-07-08 12:06:11.610782,,Beauty & Health,Product 27,6,191.73,Gift Card,North America,Pending,1150.38
ORD100359,2025-01-03 12:06:11.610782,CUST6867,CLOTHING,Product 35,6,366.75,PAYPAL,Asia,Cancelled,2200.5
ORD100360,2024-10-15 12:06:11.610782,,CLOTHING,Product 50,10,260.11,creditcard,North America,Completed,2601.1
ORD100361,2024-08-03 12:06:11.610782,CUST2655,home-kitchen,Product 38,8,90.16,creditcard,Europe,Completed,721.28
ORD100362,2024-08-04 12:06:11.610782,CUST6866,Sports & Outdoors,Product 15,3,63.19,creditcard,Africa,Completed,189.57
ORD100363,2025-02-01 12:06:11.610782,CUST9073,Sports & Outdoors,Product 30,2,312.31,PAYPAL,Europe,Pending,624.62
ORD100364,2025-02-19 12:06:11.610782,CUST2545,CLOTHING,Product 4,9,324.72,Gift Card,Europe,Cancelled,2922.48
ORD100365,2025-01-26 12:06:11.610782,CUST9236,home-kitchen,Product 44,8,102.97,creditcard,South America,Completed,823.76
ORD100366,2024-04-25 12:06:11.610782,CUST6037,CLOTHING,Product 39,6,178.54,Gift Card,Europe,Completed,1071.24
ORD100367,2024-06-14 12:06:11.610782,CUST6487,electronics,Product 23,10,456.99,PAYPAL,Europe,Completed,4569.9
ORD100368,2024-07-23 12:06:11.610782,CUST9883,electronics,Product 33,5,55.73,creditcard,,Pending,278.65
ORD100369,2024-05-07 12:06:11.610782,CUST5384,home-kitchen,Product 13,4,494.68,Gift Card,North America,Cancelled,1978.72
ORD100370,2024-06-11 12:06:11.610782,CUST4643,home-kitchen,Product 10,5,72.21,creditcard,North America,Completed,361.05
ORD100371,2024-04-26 12:06:11.610782,CUST2640,home-kitchen,Product 33,1,123.54,Bank Transfer,South America,Cancelled,123.54
ORD100372,2024-08-24 12:06:11.610782,CUST5573,Sports & Outdoors,Product 25,1,448.34,Bank Transfer,Europe,Completed,448.34
ORD100373,2025-01-21 12:06:11.610782,CUST2474,electronics,Product 23,5,216.03,creditcard,Europe,Completed,1080.15
ORD100374,2024-04-09 12:06:11.610782,CUST5535,Beauty & Health,Product 49,3,80.76,creditcard,North America,Pending,242.28
ORD100375,2024-11-24 12:06:11.610782,CUST3358,CLOTHING,Product 48,10,40.63,Bank Transfer,South America,Cancelled,406.3
ORD100376,2024-12-01 12:06:11.610782,CUST5668,home-kitchen,Product 42,7,465.9,Gift Card,South America,Cancelled,3261.3
ORD100377,2024-08-06 12:06:11.610782,CUST4686,Beauty & Health,Product 25,3,223.41,PAYPAL,North America,Cancelled,670.23
ORD100378,2024-12-07 12:06:11.610782,CUST2132,Sports & Outdoors,Product 18,6,207.82,Bank Transfer,Africa,Cancelled,1246.92
ORD100379,2024-02-25 12:06:11.610782,CUST7766,Sports & Outdoors,Product 19,6,188.0,Bank Transfer,North America,Completed,1128.0
ORD100380,2024-12-29 12:06:11.610782,,CLOTHING,Product 11,9,468.43,creditcard,Asia,Cancelled,4215.87
ORD100381,2024-07-24 12:06:11.610782,CUST7782,electronics,Product 42,5,81.65,PAYPAL,Europe,Cancelled,408.25
ORD100382,2024-05-10 12:06:11.610782,CUST1802,Sports & Outdoors,Product 49,10,132.85,,North America,Pending,1328.5
ORD100383,2024-03-08 12:06:11.610782,CUST2831,home-kitchen,Product 32,5,486.17,PAYPAL,Africa,Completed,2430.85
ORD100384,2024-11-25 12:06:11.610782,CUST3935,home-kitchen,Product 19,5,97.6,creditcard,North America,Cancelled,488.0
ORD100385,2025-01-04 12:06:11.610782,CUST8898,Sports & Outdoors,Product 17,4,272.64,PAYPAL,Europe,Cancelled,1090.56
ORD100386,2024-07-24 12:06:11.610782,CUST7992,Beauty & Health,Product 32,8,401.74,Gift Card,,Cancelled,3213.92
ORD100387,2024-11-21 12:06:11.610782,CUST7391,Beauty & Health,Product 48,1,448.21,Bank Transfer,Africa,Completed,448.21
ORD100388,2024-10-10 12:06:11.610782,CUST8082,home-kitchen,Product 4,5,194.01,creditcard,Africa,Cancelled,970.05
ORD100389,2024-04-25 12:06:11.610782,CUST1339,Beauty & Health,Product 29,3,188.16,creditcard,Asia,Pending,564.48
ORD100390,2024-04-12 12:06:11.610782,CUST4236,electronics,Product 40,4,330.27,creditcard,North America,Cancelled,1321.08
ORD100391,2024-12-19 12:06:11.610782,CUST3121,Beauty & Health,Product 13,7,96.5,PAYPAL,Asia,Completed,675.5
ORD100392,2024-03-06 12:06:11.610782,CUST7152,home-kitchen,Product 43,4,265.68,PAYPAL,Asia,,1062.72
ORD100393,2024-04-13 12:06:11.610782,CUST7562,electronics,Product 27,5,212.94,Bank Transfer,North America,Completed,1064.7
ORD100394,2024-04-17 12:06:11.610782,CUST9219,Sports & Outdoors,Product 10,1,141.46,PAYPAL,North America,Pending,141.46
ORD100395,2024-10-21 12:06:11.610782,CUST4028,Beauty & Health,Product 7,1,244.59,PAYPAL,Europe,Completed,244.59
ORD100396,2024-10-09 12:06:11.610782,CUST1120,electronics,Product 29,500,171.24,PAYPAL,South America,Completed,1198.68
ORD100397,2024-03-16 12:06:11.610782,CUST4229,Sports & Outdoors,Product 40,1,252.56,PAYPAL,Asia,Cancelled,252.56
ORD100398,2024-03-22 12:06:11.610782,CUST4070,Beauty & Health,Product 46,8,104.87,creditcard,Africa,Cancelled,838.96
ORD100399,2024-06-10 12:06:11.610782,CUST5385,Sports & Outdoors,Product 27,6,148.62,creditcard,Europe,Completed,891.72
ORD100400,2024-06-25 12:06:11.610782,CUST5362,home-kitchen,Product 2,2,117.23,PAYPAL,Europe,Cancelled,234.46
ORD100401,2024-04-04 12:06:11.610782,CUST8893,home-kitchen,Product 45,4,145.83,creditcard,North America,,583.32
ORD100402,2024-03-14 12:06:11.610782,CUST3759,home-kitchen,Product 24,9,420.17,Bank Transfer,North America,Completed,3781.53
ORD100403,2025-02-13 12:06:11.610782,CUST7175,Beauty & Health,,9,238.47,creditcard,Europe,Pending,2146.23
ORD100404,2024-04-27 12:06:11.610782,CUST9402,electronics,Product 18,3,280.41,Gift Card,Asia,Pending,841.23
ORD100405,2024-04-17 12:06:11.610782,CUST6760,Beauty & Health,Product 45,2,42.62,,Africa,Pending,85.24
ORD100406,2024-03-05 12:06:11.610782,CUST7487,Beauty & Health,Product 28,3,308.83,Gift Card,Africa,Cancelled,926.49
ORD100407,2024-11-28 12:06:11.610782,CUST6548,CLOTHING,Product 16,4,43.64,Gift Card,Asia,Pending,174.56
ORD100408,2024-10-01 12:06:11.610782,CUST1312,electronics,Product 32,10,416.78,PAYPAL,Europe,Completed,4167.8
ORD100409,2024-02-29 12:06:11.610782,CUST1234,Beauty & Health,Product 29,1,217.37,,South America,Pending,217.37
ORD100410,2024-06-08 12:06:11.610782,CUST3570,Sports & Outdoors,Product 30,6,127.97,creditcard,,Cancelled,767.82
ORD100411,2025-01-14 12:06:11.610782,CUST1841,Beauty & Health,Product 45,9,415.47,Gift Card,Africa,Pending,3739.23
ORD100412,2024-03-12 12:06:11.610782,CUST9628,Sports & Outdoors,Product 12,9,409.88,,South America,Cancelled,3688.92
ORD100413,2024-06-11 12:06:11.610782,CUST2302,electronics,Product 41,5,468.32,Bank Transfer,Europe,Cancelled,2341.6
ORD100414,2024-11-17 12:06:11.610782,CUST8525,home-kitchen,Product 12,8,303.2,Gift Card,North America,Cancelled,2425.6
ORD100415,2024-06-29 12:06:11.610782,CUST1116,Sports & Outdoors,Product 46,3,393.04,Gift Card,Asia,Pending,1179.12
ORD100416,2025-01-28 12:06:11.610782,CUST1780,Beauty & Health,Product 6,1,453.86,Gift Card,South America,Completed,453.86
ORD100417,2025-02-21 12:06:11.610782,CUST7051,CLOTHING,Product 13,6,365.86,creditcard,,Cancelled,2195.16
ORD100418,2025-02-01 12:06:11.610782,CUST3933,Sports & Outdoors,Product 48,5,393.05,Gift Card,Africa,Pending,1965.25
ORD100419,2024-12-30 12:06:11.610782,CUST8233,CLOTHING,Product 32,5,209.01,Gift Card,South America,,1045.05
ORD100420,2024-08-06 12:06:11.610782,CUST4287,Sports & Outdoors,Product 1,10,400.76,creditcard,Asia,Pending,4007.6
ORD100421,2024-09-04 12:06:11.610782,CUST2938,home-kitchen,Product 22,3,297.63,creditcard,Asia,Completed,892.89
ORD100422,2024-11-30 12:06:11.610782,CUST3108,Beauty & Health,Product 48,7,257.61,Gift Card,Europe,Pending,1803.27
ORD100423,2024-09-24 12:06:11.610782,CUST6667,Sports & Outdoors,Product 33,6,450.37,creditcard,South America,Pending,2702.22
ORD100424,2025-02-21 12:06:11.610782,CUST6817,home-kitchen,Product 29,6,160.6,creditcard,North America,Cancelled,963.6
ORD100425,2025-01-27 12:06:11.610782,CUST8542,Sports & Outdoors,Product 18,6,110.66,PAYPAL,Asia,Cancelled,663.96
ORD100426,2024-09-21 12:06:11.610782,CUST9154,home-kitchen,Product 50,1,210.54,Bank Transfer,South America,Cancelled,210.54
ORD100427,2024-07-06 12:06:11.610782,CUST4739,CLOTHING,Product 21,7,314.18,Bank Transfer,Africa,Completed,2199.26
ORD100428,2025-02-06 12:06:11.610782,CUST7328,home-kitchen,Product 24,1,12.08,creditcard,South America,Cancelled,12.08
ORD100429,2024-09-27 12:06:11.610782,CUST7672,Sports & Outdoors,Product 10,5,304.67,creditcard,Europe,Pending,1523.35
ORD100430,2024-04-15 12:06:11.610782,CUST6592,,Product 15,5,93.09,creditcard,South America,Pending,465.45
ORD100431,2025-01-11 12:06:11.610782,CUST7481,electronics,Product 27,4,450.72,Bank Transfer,Asia,Cancelled,1802.88
